,行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润,退回,地区经理
3632,2131,CN-2016-1756643,2016-05-24,2016-05-27,二级,倪芬-12790,倪芬,小型企业,昆明,云南,中国,西南,家具-椅子-10000671,家具,椅子,"Hon 折叠椅, 黑色",1843.1,5,0.0,91.7,,白德伟
3633,2132,CN-2016-1756643,2016-05-24,2016-05-27,二级,倪芬-12790,倪芬,小型企业,昆明,云南,中国,西南,家具-用具-10003733,家具,用具,"Deflect-O 闹钟, 黑色",704.34,3,0.0,196.98000000000002,,白德伟
3634,2133,CN-2018-4676940,2018-06-13,2018-06-17,标准级,曹欢-14200,曹欢悦,小型企业,北京,北京,中国,华北,办公用-标签-10002765,办公用品,标签,"Novimex 可去除的标签, 可调",36.26,1,0.0,0.9800000000000001,,殷莲
3635,2134,CN-2018-4676940,2018-06-13,2018-06-17,标准级,曹欢-14200,曹欢悦,小型企业,北京,北京,中国,华北,办公用-标签-10003597,办公用品,标签,"Smead 文件夹标签, 可调",63.279999999999994,2,0.0,29.68,,殷莲
3636,2135,CN-2018-4676940,2018-06-13,2018-06-17,标准级,曹欢-14200,曹欢悦,小型企业,北京,北京,中国,华北,办公用-系固-10004197,办公用品,系固件,"OIC 回形针, 每包 12 个",194.04000000000002,3,0.0,26.880000000000003,,殷莲
3637,2136,CN-2018-4676940,2018-06-13,2018-06-17,标准级,曹欢-14200,曹欢悦,小型企业,北京,北京,中国,华北,办公用-美术-10002159,办公用品,美术,"BIC 钢笔, 金属",290.08,4,0.0,138.88,,殷莲
3638,2137,CN-2018-4676940,2018-06-13,2018-06-17,标准级,曹欢-14200,曹欢悦,小型企业,北京,北京,中国,华北,技术-设备-10002438,技术,设备,"StarTech 打印机, 多色",3586.380000000001,3,0.0,1075.62,,殷莲
3639,2138,CN-2018-4676940,2018-06-13,2018-06-17,标准级,曹欢-14200,曹欢悦,小型企业,北京,北京,中国,华北,办公用-信封-10003279,办公用品,信封,"Kraft 邮寄品, 每套 50 个",878.5000000000001,5,0.0,78.4,,殷莲
3640,2139,CN-2018-4676940,2018-06-13,2018-06-17,标准级,曹欢-14200,曹欢悦,小型企业,北京,北京,中国,华北,技术-复印-10004145,技术,复印机,"Hewlett 无线传真机, 红色",3531.64,2,0.0,776.7199999999999,,殷莲
3641,2140,US-2016-5579979,2016-02-22,2016-03-01,标准级,范宁-18685,范宁,小型企业,呼和浩特,内蒙古,中国,华北,家具-用具-10003344,家具,用具,"Advantus 闹钟, 耐用",271.152,2,0.4,-27.32800000000003,,殷莲
3642,2141,US-2016-5579979,2016-02-22,2016-03-01,标准级,范宁-18685,范宁,小型企业,呼和浩特,内蒙古,中国,华北,办公用-信封-10003687,办公用品,信封,"Cameo 局间信封, 红色",951.44,4,0.0,104.16000000000001,,殷莲
3643,2142,US-2016-5579979,2016-02-22,2016-03-01,标准级,范宁-18685,范宁,小型企业,呼和浩特,内蒙古,中国,华北,家具-书架-10002807,家具,书架,"Safco 墙角架, 金属",2918.832,7,0.4,437.47199999999975,,殷莲
3644,2143,US-2016-5579979,2016-02-22,2016-03-01,标准级,范宁-18685,范宁,小型企业,呼和浩特,内蒙古,中国,华北,办公用-系固-10002504,办公用品,系固件,"Stockwell 订书钉, 混合尺寸",69.3,3,0.4,-46.2,,殷莲
3645,2144,CN-2018-2448028,2018-12-01,2018-12-08,标准级,卢伟-21520,卢伟,消费者,良乡,北京,中国,华北,办公用-收纳-10004913,办公用品,收纳具,"Eldon 文件车, 金属",1777.4400000000005,3,0.0,693.0,,殷莲
3646,2145,CN-2018-2448028,2018-12-01,2018-12-08,标准级,卢伟-21520,卢伟,消费者,良乡,北京,中国,华北,办公用-标签-10002900,办公用品,标签,"Novimex 合法证物标签, 白色",146.57999999999998,3,0.0,49.56,,殷莲
3647,2146,CN-2016-2491194,2016-01-14,2016-01-19,二级,邓秋-11590,邓秋,公司,内江,四川,中国,西南,办公用-纸张-10004686,办公用品,纸张,"SanDisk 信纸, 多色",697.62,3,0.0,188.16000000000003,,白德伟
3648,2147,CN-2016-2491194,2016-01-14,2016-01-19,二级,邓秋-11590,邓秋,公司,内江,四川,中国,西南,家具-书架-10002576,家具,书架,"Sauder 古典书架, 传统",3662.316,3,0.4,-915.6840000000002,,白德伟
3649,2148,CN-2016-2491194,2016-01-14,2016-01-19,二级,邓秋-11590,邓秋,公司,内江,四川,中国,西南,办公用-装订-10000219,办公用品,装订机,"Ibico 装订机, 回收",221.75999999999993,5,0.4,-30.23999999999998,,白德伟
3650,2149,CN-2017-4988987,2017-06-07,2017-06-11,标准级,邓实-20245,邓实,消费者,襄樊,湖北,中国,中南,家具-书架-10004880,家具,书架,"宜家 书库, 白色",4098.192,4,0.4,-819.7280000000003,,范彩
3651,2150,CN-2017-3028018,2017-10-07,2017-10-14,标准级,秦刚-13075,秦刚,公司,吉林市,吉林,中国,东北,技术-电话-10004671,技术,电话,"苹果 信号增强器, 全尺寸",3218.6000000000004,5,0.0,1383.8999999999999,是,楚杰
3652,2150,CN-2017-3028018,2017-10-07,2017-10-14,标准级,秦刚-13075,秦刚,公司,吉林市,吉林,中国,东北,技术-电话-10004671,技术,电话,"苹果 信号增强器, 全尺寸",3218.6000000000004,5,0.0,1383.8999999999999,是,楚杰
3653,2150,CN-2017-3028018,2017-10-07,2017-10-14,标准级,秦刚-13075,秦刚,公司,吉林市,吉林,中国,东北,技术-电话-10004671,技术,电话,"苹果 信号增强器, 全尺寸",3218.6000000000004,5,0.0,1383.8999999999999,是,楚杰
3654,2151,CN-2018-2575295,2018-05-30,2018-06-02,一级,彭娜-18550,彭娜,消费者,秦皇岛,河北,中国,华北,办公用-装订-10001158,办公用品,装订机,"Avery 装订机盖, 实惠",258.29999999999995,5,0.0,15.4,,殷莲
3655,2152,CN-2018-2575295,2018-05-30,2018-06-02,一级,彭娜-18550,彭娜,消费者,秦皇岛,河北,中国,华北,家具-书架-10002881,家具,书架,"Safco 书架, 白色",3535.0,5,0.0,1449.0,,殷莲
3656,2153,CN-2017-3551529,2017-10-09,2017-10-15,标准级,彭安-10225,彭安,公司,武汉,湖北,中国,中南,办公用-标签-10004607,办公用品,标签,"Novimex 合法证物标签, 红色",144.06,3,0.0,2.52,,范彩
3657,2154,US-2018-5235171,2018-08-21,2018-08-25,标准级,李康-15385,李康,消费者,宁波,浙江,中国,华东,技术-电话-10000462,技术,电话,"思科 音频基座, 混合尺寸",1553.328,3,0.4,-802.8720000000001,,洪光
3658,2155,US-2018-5235171,2018-08-21,2018-08-25,标准级,李康-15385,李康,消费者,宁波,浙江,中国,华东,办公用-信封-10000491,办公用品,信封,"Jiffy 搭扣信封, 回收",68.32,2,0.0,7.28,,洪光
3659,2156,CN-2016-5359666,2016-06-04,2016-06-11,标准级,熊临-17410,熊临耀,消费者,长春,吉林,中国,东北,技术-复印-10003306,技术,复印机,"Hewlett 传真复印机, 每套两件",900.0600000000001,1,0.0,179.9,,楚杰
3660,2157,CN-2015-5671165,2015-10-18,2015-10-21,一级,韩莞-13255,韩莞颖,小型企业,宁波,浙江,中国,华东,办公用-器具-10003725,办公用品,器具,"Breville 搅拌机, 银色",3057.264,12,0.4,355.82399999999984,是,洪光
3661,2157,CN-2015-5671165,2015-10-18,2015-10-21,一级,韩莞-13255,韩莞颖,小型企业,宁波,浙江,中国,华东,办公用-器具-10003725,办公用品,器具,"Breville 搅拌机, 银色",3057.264,12,0.4,355.82399999999984,是,洪光
3662,2157,CN-2015-5671165,2015-10-18,2015-10-21,一级,韩莞-13255,韩莞颖,小型企业,宁波,浙江,中国,华东,办公用-器具-10003725,办公用品,器具,"Breville 搅拌机, 银色",3057.264,12,0.4,355.82399999999984,是,洪光
3663,2158,CN-2017-2052338,2017-12-05,2017-12-12,标准级,蒋安-10120,蒋安,小型企业,淮南,安徽,中国,华东,家具-椅子-10000128,家具,椅子,"Novimex 沙滩椅, 可调",1356.6000000000001,6,0.0,26.880000000000003,,洪光
3664,2159,CN-2017-2052338,2017-12-05,2017-12-12,标准级,蒋安-10120,蒋安,小型企业,淮南,安徽,中国,华东,办公用-系固-10004197,办公用品,系固件,"OIC 回形针, 每包 12 个",258.72,4,0.0,35.84,,洪光
3665,2160,US-2015-3569049,2015-03-19,2015-03-25,标准级,冯丽-15775,冯丽,消费者,平凉,甘肃,中国,西北,技术-电话-10002221,技术,电话,"苹果 音频基座, 全尺寸",2354.52,5,0.4,-78.68000000000029,,杨健
3666,2161,US-2015-3569049,2015-03-19,2015-03-25,标准级,冯丽-15775,冯丽,消费者,平凉,甘肃,中国,西北,办公用-美术-10002911,办公用品,美术,"Stanley 荧光笔, 金属",29.79199999999999,2,0.8,-76.04799999999999,,杨健
3667,2162,CN-2017-1753680,2017-09-21,2017-09-23,二级,沈光-13450,沈光,小型企业,百色,广西,中国,中南,办公用-纸张-10004686,办公用品,纸张,"SanDisk 信纸, 多色",697.62,3,0.0,188.16000000000003,,范彩
3668,2163,CN-2017-1753680,2017-09-21,2017-09-23,二级,沈光-13450,沈光,小型企业,百色,广西,中国,中南,办公用-系固-10004444,办公用品,系固件,"Stockwell 回形针, 金属",196.14,3,0.0,76.44,,范彩
3669,2164,CN-2015-2558627,2015-12-08,2015-12-14,标准级,李康-15385,李康,消费者,太原,山西,中国,华北,家具-椅子-10002837,家具,椅子,"Office Star 折叠椅, 可调",879.1999999999999,2,0.0,122.91999999999999,,殷莲
3670,2165,CN-2015-2558627,2015-12-08,2015-12-14,标准级,李康-15385,李康,消费者,太原,山西,中国,华北,家具-椅子-10004390,家具,椅子,"SAFCO 扶手椅, 每套两件",4327.679999999999,2,0.0,2033.92,,殷莲
3671,2166,CN-2015-2558627,2015-12-08,2015-12-14,标准级,李康-15385,李康,消费者,太原,山西,中国,华北,办公用-标签-10003689,办公用品,标签,"Avery 圆形标签, 耐用",175.7,5,0.0,85.39999999999999,,殷莲
3672,2167,CN-2017-2872339,2017-09-17,2017-09-19,二级,罗婵-10960,罗婵,消费者,烟台,山东,中国,华东,办公用-纸张-10004825,办公用品,纸张,"施乐 令, 回收",367.5,3,0.0,32.76,,洪光
3673,2168,CN-2017-5360498,2017-05-05,2017-05-11,标准级,彭婉-21370,彭婉,公司,沙市,湖北,中国,中南,办公用-器具-10002760,办公用品,器具,"Hoover 搅拌机, 红色",544.152,2,0.4,54.15199999999999,,范彩
3674,2169,CN-2017-5360498,2017-05-05,2017-05-11,标准级,彭婉-21370,彭婉,公司,沙市,湖北,中国,中南,办公用-系固-10003118,办公用品,系固件,"Accos 图钉, 混合尺寸",62.327999999999996,2,0.4,-14.672,,范彩
3675,2170,CN-2017-2491194,2017-06-10,2017-06-15,标准级,邵娜-18565,邵娜,小型企业,阳江,广东,中国,中南,办公用-标签-10004567,办公用品,标签,"Smead 有色标签, 红色",60.06,1,0.0,29.96,,范彩
3676,2171,CN-2016-2468928,2016-09-03,2016-09-07,标准级,夏松-20665,夏松,小型企业,蒲庙,广西,中国,中南,技术-电话-10002973,技术,电话,"摩托罗拉 办公室电话机, 全尺寸",2045.3999999999999,6,0.0,940.8,,范彩
3677,2172,US-2018-1969167,2018-07-07,2018-07-12,标准级,楚宣-20845,楚宣,消费者,丰镇,内蒙古,中国,华北,办公用-器具-10001263,办公用品,器具,"Breville 冰箱, 红色",2908.248,2,0.4,-194.15200000000004,,殷莲
3678,2173,US-2018-1969167,2018-07-07,2018-07-12,标准级,楚宣-20845,楚宣,消费者,丰镇,内蒙古,中国,华北,办公用-装订-10001394,办公用品,装订机,"Avery 订书机, 实惠",547.008,4,0.4,-164.192,,殷莲
3679,2174,CN-2016-2330839,2016-12-31,2017-01-07,标准级,施平-19180,施平,小型企业,自贡,四川,中国,西南,家具-椅子-10002532,家具,椅子,"Hon 椅垫, 可调",324.912,2,0.4,54.15199999999999,,白德伟
3680,2175,CN-2016-2330839,2016-12-31,2017-01-07,标准级,施平-19180,施平,小型企业,自贡,四川,中国,西南,办公用-装订-10001078,办公用品,装订机,"Ibico 订书机, 回收",144.98399999999998,1,0.4,-4.956000000000003,,白德伟
3681,2176,CN-2016-2330839,2016-12-31,2017-01-07,标准级,施平-19180,施平,小型企业,自贡,四川,中国,西南,家具-书架-10004730,家具,书架,"Sauder 书架, 金属",819.168,2,0.4,-232.23199999999997,,白德伟
3682,2177,CN-2016-2330839,2016-12-31,2017-01-07,标准级,施平-19180,施平,小型企业,自贡,四川,中国,西南,办公用-装订-10004132,办公用品,装订机,"Cardinal 孔加固材料, 实惠",74.76,5,0.4,-33.74000000000001,,白德伟
3683,2178,CN-2017-4497265,2017-09-10,2017-09-13,一级,余德-12100,余德,小型企业,宁海,浙江,中国,华东,办公用-器具-10000084,办公用品,器具,"KitchenAid 烤面包机, 黑色",237.29999999999998,1,0.4,-19.879999999999995,,洪光
3684,2179,CN-2017-4497265,2017-09-10,2017-09-13,一级,余德-12100,余德,小型企业,宁海,浙江,中国,华东,家具-椅子-10002161,家具,椅子,"Harbour Creations 摇椅, 每套两件",418.152,1,0.4,-27.88799999999995,,洪光
3685,2180,CN-2017-4497265,2017-09-10,2017-09-13,一级,余德-12100,余德,小型企业,宁海,浙江,中国,华东,办公用-装订-10003982,办公用品,装订机,"Cardinal 标签, 耐用",73.58399999999999,3,0.4,2.1839999999999975,,洪光
3686,2181,CN-2015-1958951,2015-05-12,2015-05-18,标准级,巩德-12070,巩德,小型企业,四平,吉林,中国,东北,办公用-纸张-10002204,办公用品,纸张,"Enermax 信纸, 回收",1974.4200000000003,9,0.0,255.77999999999997,,楚杰
3687,2182,CN-2018-1391849,2018-08-20,2018-08-25,标准级,何安-10135,何安,小型企业,信阳,河南,中国,中南,办公用-装订-10003079,办公用品,装订机,"Acco 标签, 实惠",120.12,3,0.0,55.019999999999996,,范彩
3688,2183,CN-2017-4188418,2017-09-03,2017-09-06,二级,罗婵-10960,罗婵,消费者,石河子,新疆,中国,西北,办公用-收纳-10000319,办公用品,收纳具,"Rogers 锁柜, 单宽度",2963.1,3,0.0,651.84,,杨健
3689,2184,CN-2015-5895003,2015-01-10,2015-01-14,二级,方蔓-17950,方蔓楚,消费者,牡丹江,黑龙江,中国,东北,办公用-纸张-10004671,办公用品,纸张,"Enermax 信纸, 优质",219.8,1,0.0,65.94,,楚杰
3690,2185,CN-2015-5895003,2015-01-10,2015-01-14,二级,方蔓-17950,方蔓楚,消费者,牡丹江,黑龙江,中国,东北,办公用-纸张-10001526,办公用品,纸张,"Enermax 备忘录便条, 回收",508.62000000000006,7,0.0,105.84,,楚杰
3691,2186,CN-2016-3028018,2016-11-23,2016-11-29,标准级,汤欢-14185,汤欢悦,消费者,汉中,陕西,中国,西北,办公用-信封-10004832,办公用品,信封,"Kraft 商业信封, 银色",263.76,3,0.0,107.94,,杨健
3692,2187,CN-2018-5907567,2018-01-08,2018-01-12,标准级,邹涛-21265,邹涛,公司,鹤岗,黑龙江,中国,东北,办公用-美术-10000800,办公用品,美术,"Boston 记号笔, 金属",928.368,9,0.2,184.96800000000005,,楚杰
3693,2188,CN-2016-3223872,2016-02-01,2016-02-03,一级,袁栋-12355,袁栋,消费者,恒山,黑龙江,中国,东北,办公用-系固-10001361,办公用品,系固件,"Accos 橡皮筋, 整包",233.52,3,0.0,27.72,,楚杰
3694,2189,CN-2016-3223872,2016-02-01,2016-02-03,一级,袁栋-12355,袁栋,消费者,恒山,黑龙江,中国,东北,办公用-信封-10002839,办公用品,信封,"GlobeWeis 外皮和封条, 红色",349.02,3,0.0,170.94,,楚杰
3695,2190,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-用品-10004456,办公用品,用品,"Fiskars 大剪刀, 锯齿状",620.76,3,0.0,254.10000000000002,是,范彩
3696,2190,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-用品-10004456,办公用品,用品,"Fiskars 大剪刀, 锯齿状",620.76,3,0.0,254.10000000000002,是,范彩
3697,2190,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-用品-10004456,办公用品,用品,"Fiskars 大剪刀, 锯齿状",620.76,3,0.0,254.10000000000002,是,范彩
3698,2190,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-用品-10004456,办公用品,用品,"Fiskars 大剪刀, 锯齿状",620.76,3,0.0,254.10000000000002,是,范彩
3699,2191,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-美术-10003325,办公用品,美术,"Stanley 记号笔, 蓝色",414.4,5,0.2,30.80000000000001,是,范彩
3700,2191,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-美术-10003325,办公用品,美术,"Stanley 记号笔, 蓝色",414.4,5,0.2,30.80000000000001,是,范彩
3701,2191,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-美术-10003325,办公用品,美术,"Stanley 记号笔, 蓝色",414.4,5,0.2,30.80000000000001,是,范彩
3702,2191,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-美术-10003325,办公用品,美术,"Stanley 记号笔, 蓝色",414.4,5,0.2,30.80000000000001,是,范彩
3703,2192,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-标签-10002137,办公用品,标签,"Harbour Creations 运输标签, 白色",106.96,2,0.0,11.76,是,范彩
3704,2192,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-标签-10002137,办公用品,标签,"Harbour Creations 运输标签, 白色",106.96,2,0.0,11.76,是,范彩
3705,2192,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-标签-10002137,办公用品,标签,"Harbour Creations 运输标签, 白色",106.96,2,0.0,11.76,是,范彩
3706,2192,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,办公用-标签-10002137,办公用品,标签,"Harbour Creations 运输标签, 白色",106.96,2,0.0,11.76,是,范彩
3707,2193,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,家具-书架-10001035,家具,书架,"Bush 柜, 金属",5998.86,9,0.0,1499.3999999999999,是,范彩
3708,2193,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,家具-书架-10001035,家具,书架,"Bush 柜, 金属",5998.86,9,0.0,1499.3999999999999,是,范彩
3709,2193,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,家具-书架-10001035,家具,书架,"Bush 柜, 金属",5998.86,9,0.0,1499.3999999999999,是,范彩
3710,2193,CN-2017-1397931,2017-06-07,2017-06-11,二级,程雯-21655,程雯,消费者,浯溪,湖南,中国,中南,家具-书架-10001035,家具,书架,"Bush 柜, 金属",5998.86,9,0.0,1499.3999999999999,是,范彩
3711,2194,CN-2018-5821791,2018-06-19,2018-06-20,一级,戴立-16885,戴立,消费者,韶关,广东,中国,中南,办公用-用品-10000026,办公用品,用品,"Fiskars 开信刀, 工业",137.9,1,0.0,59.220000000000006,,范彩
3712,2195,CN-2018-5821791,2018-06-19,2018-06-20,一级,戴立-16885,戴立,消费者,韶关,广东,中国,中南,办公用-装订-10001901,办公用品,装订机,"Cardinal 标签, 实惠",67.75999999999999,2,0.0,17.36,,范彩
3713,2196,CN-2017-4719760,2017-03-09,2017-03-13,二级,康娇-14680,康娇,消费者,绵阳,四川,中国,西南,办公用-信封-10000504,办公用品,信封,"Cameo 邮寄品, 回收",172.48000000000002,1,0.0,27.58,,白德伟
3714,2197,CN-2017-4719760,2017-03-09,2017-03-13,二级,康娇-14680,康娇,消费者,绵阳,四川,中国,西南,家具-书架-10003505,家具,书架,"Sauder 书架, 白色",1254.4560000000001,3,0.4,-271.82400000000007,,白德伟
3715,2198,CN-2017-4719760,2017-03-09,2017-03-13,二级,康娇-14680,康娇,消费者,绵阳,四川,中国,西南,办公用-装订-10001078,办公用品,装订机,"Ibico 订书机, 回收",869.9039999999999,6,0.4,-29.73599999999999,,白德伟
3716,2199,CN-2018-4195213,2018-08-17,2018-08-19,二级,葛蔓-17980,葛蔓楚,公司,沈阳,辽宁,中国,东北,办公用-信封-10004134,办公用品,信封,"Ames 搭扣信封, 红色",150.36,3,0.0,39.06,,楚杰
3717,2200,CN-2018-4195213,2018-08-17,2018-08-19,二级,葛蔓-17980,葛蔓楚,公司,沈阳,辽宁,中国,东北,家具-椅子-10003329,家具,椅子,"SAFCO 椅垫, 每套两件",1564.1640000000002,9,0.4,-678.6360000000001,,楚杰
3718,2202,CN-2015-1640388,2015-07-27,2015-07-31,二级,唐忠-11545,唐忠,公司,沧州,河北,中国,华北,办公用-纸张-10000928,办公用品,纸张,"Eaton 令, 每包 12 个",286.44,2,0.0,91.56,,殷莲
3719,2203,CN-2018-4902997,2018-06-10,2018-06-11,一级,夏惠-14320,夏惠英,消费者,玉林,广西,中国,中南,办公用-器具-10000427,办公用品,器具,"Hoover 咖啡研磨机, 黑色",955.08,3,0.0,276.78,,范彩
3720,2204,CN-2018-3350819,2018-03-03,2018-03-05,一级,秦君-15175,秦君,小型企业,云阳,河南,中国,中南,技术-电话-10004871,技术,电话,"三星 充电器, 蓝色",14843.500000000002,5,0.0,2374.4,,范彩
3721,2205,CN-2018-3350819,2018-03-03,2018-03-05,一级,秦君-15175,秦君,小型企业,云阳,河南,中国,中南,家具-书架-10003676,家具,书架,"Dania 墙角架, 传统",1708.98,3,0.0,290.22,,范彩
3722,2206,CN-2018-3350819,2018-03-03,2018-03-05,一级,秦君-15175,秦君,小型企业,云阳,河南,中国,中南,办公用-纸张-10002363,办公用品,纸张,"施乐 笔记本, 优质",246.11999999999998,2,0.0,58.800000000000004,,范彩
3723,2207,CN-2016-5672005,2016-08-20,2016-08-24,标准级,苏冬-12430,苏冬露,小型企业,韶关,广东,中国,中南,办公用-装订-10000364,办公用品,装订机,"Ibico 孔加固材料, 耐用",39.620000000000005,1,0.0,17.78,,范彩
3724,2208,CN-2016-5672005,2016-08-20,2016-08-24,标准级,苏冬-12430,苏冬露,小型企业,韶关,广东,中国,中南,办公用-系固-10003670,办公用品,系固件,"Advantus 按钉, 混合尺寸",110.88000000000001,2,0.0,49.84,,范彩
3725,2209,CN-2016-5672005,2016-08-20,2016-08-24,标准级,苏冬-12430,苏冬露,小型企业,韶关,广东,中国,中南,办公用-信封-10002009,办公用品,信封,"GlobeWeis 邮寄品, 回收",348.59999999999997,2,0.0,139.44,,范彩
3726,2210,CN-2016-5672005,2016-08-20,2016-08-24,标准级,苏冬-12430,苏冬露,小型企业,韶关,广东,中国,中南,办公用-器具-10002023,办公用品,器具,"Breville 冰箱, 白色",2414.8599999999997,1,0.0,265.58,,范彩
3727,2211,US-2017-3285234,2017-09-16,2017-09-21,标准级,钟丽-15760,钟丽,小型企业,临海,浙江,中国,华东,办公用-美术-10001817,办公用品,美术,"Stanley 速写本, 混合尺寸",133.30799999999996,3,0.8,-413.532,,洪光
3728,2212,US-2017-2841000,2017-09-18,2017-09-20,一级,田武-21895,田武,公司,凌源,辽宁,中国,东北,家具-用具-10001578,家具,用具,"Deflect-O 闹钟, 一包多件",987.252,7,0.4,65.072,,楚杰
3729,2213,CN-2016-4641447,2016-06-26,2016-06-28,一级,郝绅-19930,郝绅,消费者,深圳,广东,中国,中南,办公用-系固-10004160,办公用品,系固件,"Accos 按钉, 每包 12 个",260.40000000000003,4,0.0,0.0,,范彩
3730,2214,CN-2016-4641447,2016-06-26,2016-06-28,一级,郝绅-19930,郝绅,消费者,深圳,广东,中国,中南,家具-用具-10004563,家具,用具,"Rubvermaid 相框, 耐用",455.28,2,0.0,49.84,,范彩
3731,2215,CN-2015-2936253,2015-04-07,2015-04-13,标准级,杨立-16600,杨立勤,公司,定州,河北,中国,华北,技术-复印-10001533,技术,复印机,"惠普 个人复印机, 数字化",1735.02,3,0.0,658.98,,殷莲
3732,2216,CN-2017-1361457,2017-09-03,2017-09-08,标准级,巩光-13435,巩光,消费者,三亚,海南,中国,中南,家具-椅子-10000270,家具,椅子,"Novimex 凳子, 黑色",4083.1560000000004,6,0.1,408.15599999999984,,范彩
3733,2217,CN-2017-1361457,2017-09-03,2017-09-08,标准级,巩光-13435,巩光,消费者,三亚,海南,中国,中南,办公用-纸张-10003542,办公用品,纸张,"SanDisk 信纸, 每包 12 个",981.12,4,0.0,225.11999999999998,,范彩
3734,2218,CN-2017-5252007,2017-05-07,2017-05-11,标准级,薛立-16675,薛立伟,公司,上海,上海,中国,华东,办公用-收纳-10004292,办公用品,收纳具,"Rogers 文件车, 工业",3315.2000000000003,5,0.0,928.1999999999999,,洪光
3735,2219,CN-2017-5252007,2017-05-07,2017-05-11,标准级,薛立-16675,薛立伟,公司,上海,上海,中国,华东,办公用-装订-10001029,办公用品,装订机,"Ibico 订书机, 实惠",239.96,1,0.0,86.38,,洪光
3736,2220,US-2016-1108121,2016-09-25,2016-09-29,标准级,田磊-16120,田磊,小型企业,成都,四川,中国,西南,办公用-美术-10000848,办公用品,美术,"Boston 记号笔, 整包",74.59199999999998,3,0.8,-164.38800000000006,,白德伟
3737,2221,US-2016-1108121,2016-09-25,2016-09-29,标准级,田磊-16120,田磊,小型企业,成都,四川,中国,西南,办公用-装订-10001901,办公用品,装订机,"Cardinal 标签, 实惠",101.63999999999999,5,0.4,-24.359999999999992,,白德伟
3738,2222,CN-2018-4927110,2018-11-06,2018-11-11,标准级,何安-10135,何安,小型企业,梅州,广东,中国,中南,办公用-系固-10003826,办公用品,系固件,"Accos 回形针, 整包",131.04,2,0.0,48.44,,范彩
3739,2223,US-2018-5835982,2018-10-23,2018-10-27,标准级,梁梦-18220,梁梦,消费者,滕州,山东,中国,华东,家具-书架-10003505,家具,书架,"Sauder 书架, 白色",1393.8400000000001,2,0.0,376.32,,洪光
3740,2224,CN-2018-1246652,2018-03-27,2018-03-31,标准级,牛惠-14410,牛惠,小型企业,杭州,浙江,中国,华东,技术-复印-10002364,技术,复印机,"Hewlett 复印机, 每套两件",2214.828,3,0.4,258.0479999999998,,洪光
3741,2225,CN-2018-1246652,2018-03-27,2018-03-31,标准级,牛惠-14410,牛惠,小型企业,杭州,浙江,中国,华东,技术-复印-10002555,技术,复印机,"惠普 无线传真机, 数字化",8060.639999999999,8,0.4,-4434.08,,洪光
3742,2226,CN-2018-1246652,2018-03-27,2018-03-31,标准级,牛惠-14410,牛惠,小型企业,杭州,浙江,中国,华东,办公用-信封-10001165,办公用品,信封,"Ames 局间信封, 每套 50 个",421.12,2,0.0,37.800000000000004,,洪光
3743,2227,CN-2016-5774848,2016-04-07,2016-04-12,二级,孟斯-20980,孟斯云,公司,昆明,云南,中国,西南,办公用-用品-10004482,办公用品,用品,"Kleencut 尺子, 锯齿状",143.64,3,0.0,71.82,,白德伟
3744,2228,CN-2016-5774848,2016-04-07,2016-04-12,二级,孟斯-20980,孟斯云,公司,昆明,云南,中国,西南,办公用-美术-10002911,办公用品,美术,"Stanley 荧光笔, 金属",521.3599999999999,7,0.0,150.92000000000002,,白德伟
